Month,County,Fuel Type,Count,Year
June,Monaghan,Diesel and electric hybrid,0,2021
June,Offaly,Petrol and electric hybrid,8,2021
June,Offaly,Electric,0,2021
June,Offaly,Petrol or Diesel plug-in hybrid electric,2,2021
June,Offaly,Diesel and electric hybrid,1,2021
June,Roscommon,Petrol and electric hybrid,17,2021
June,Roscommon,Electric,4,2021
June,Roscommon,Petrol or Diesel plug-in hybrid electric,1,2021
June,Roscommon,Diesel and electric hybrid,1,2021
June,Sligo,Petrol and electric hybrid,1,2021
June,Sligo,Electric,5,2021
June,Sligo,Petrol or Diesel plug-in hybrid electric,3,2021
June,Sligo,Diesel and electric hybrid,0,2021
June,Westmeath,Petrol and electric hybrid,14,2021
June,Westmeath,Electric,6,2021
June,Westmeath,Petrol or Diesel plug-in hybrid electric,8,2021
June,Westmeath,Diesel and electric hybrid,0,2021
June,Wexford,Petrol and electric hybrid,25,2021
June,Wexford,Electric,6,2021
June,Wexford,Petrol or Diesel plug-in hybrid electric,7,2021
June,Wexford,Diesel and electric hybrid,30,2021
June,Wicklow,Petrol and electric hybrid,16,2021
June,Wicklow,Electric,23,2021
June,Wicklow,Petrol or Diesel plug-in hybrid electric,8,2021
June,Wicklow,Diesel and electric hybrid,1,2021
June,Limerick,Petrol and electric hybrid,10,2021
June,Limerick,Electric,10,2021
June,Limerick,Petrol or Diesel plug-in hybrid electric,7,2021
June,Limerick,Diesel and electric hybrid,2,2021
June,Waterford,Petrol and electric hybrid,6,2021
June,Waterford,Electric,10,2021
June,Waterford,Petrol or Diesel plug-in hybrid electric,18,2021
June,Waterford,Diesel and electric hybrid,1,2021
June,Tipperary,Petrol and electric hybrid,13,2021
June,Tipperary,Electric,9,2021
June,Tipperary,Petrol or Diesel plug-in hybrid electric,10,2021
June,Tipperary,Diesel and electric hybrid,1,2021
June,Cork,Petrol and electric hybrid,63,2021
June,Cork,Electric,48,2021
June,Cork,Petrol or Diesel plug-in hybrid electric,37,2021
June,Cork,Diesel and electric hybrid,5,2021
June,Dublin,Petrol and electric hybrid,253,2021
June,Dublin,Electric,271,2021
June,Dublin,Petrol or Diesel plug-in hybrid electric,146,2021
June,Dublin,Diesel and electric hybrid,63,2021
July,Carlow,Petrol and electric hybrid,27,2021
July,Carlow,Electric,12,2021
July,Carlow,Petrol or Diesel plug-in hybrid electric,15,2021
July,Carlow,Diesel and electric hybrid,3,2021
July,Cavan,Petrol and electric hybrid,46,2021
July,Cavan,Electric,18,2021
July,Cavan,Petrol or Diesel plug-in hybrid electric,12,2021
July,Cavan,Diesel and electric hybrid,2,2021
July,Clare,Petrol and electric hybrid,61,2021
July,Clare,Electric,15,2021
July,Clare,Petrol or Diesel plug-in hybrid electric,18,2021
July,Clare,Diesel and electric hybrid,14,2021
July,Donegal,Petrol and electric hybrid,55,2021
July,Donegal,Electric,22,2021
July,Donegal,Petrol or Diesel plug-in hybrid electric,63,2021
July,Donegal,Diesel and electric hybrid,23,2021
July,Galway,Petrol and electric hybrid,184,2021
July,Galway,Electric,50,2021
July,Galway,Petrol or Diesel plug-in hybrid electric,59,2021
July,Galway,Diesel and electric hybrid,7,2021
July,Kerry,Petrol and electric hybrid,75,2021
July,Kerry,Electric,20,2021
July,Kerry,Petrol or Diesel plug-in hybrid electric,34,2021
July,Kerry,Diesel and electric hybrid,16,2021
July,Kildare,Petrol and electric hybrid,144,2021
July,Kildare,Electric,88,2021
July,Kildare,Petrol or Diesel plug-in hybrid electric,124,2021
July,Kildare,Diesel and electric hybrid,19,2021
July,Kilkenny,Petrol and electric hybrid,58,2021
July,Kilkenny,Electric,23,2021
July,Kilkenny,Petrol or Diesel plug-in hybrid electric,31,2021
July,Kilkenny,Diesel and electric hybrid,9,2021
July,Laois,Petrol and electric hybrid,37,2021
July,Laois,Electric,21,2021
July,Laois,Petrol or Diesel plug-in hybrid electric,18,2021
July,Laois,Diesel and electric hybrid,9,2021
July,Leitrim,Petrol and electric hybrid,10,2021
July,Leitrim,Electric,4,2021
July,Leitrim,Petrol or Diesel plug-in hybrid electric,4,2021
July,Leitrim,Diesel and electric hybrid,4,2021
July,Longford,Petrol and electric hybrid,26,2021
July,Longford,Electric,2,2021
July,Longford,Petrol or Diesel plug-in hybrid electric,7,2021
July,Longford,Diesel and electric hybrid,0,2021
July,Louth,Petrol and electric hybrid,83,2021
July,Louth,Electric,41,2021
July,Louth,Petrol or Diesel plug-in hybrid electric,48,2021
July,Louth,Diesel and electric hybrid,9,2021
July,Mayo,Petrol and electric hybrid,52,2021
July,Mayo,Electric,19,2021
July,Mayo,Petrol or Diesel plug-in hybrid electric,26,2021
July,Mayo,Diesel and electric hybrid,4,2021
July,Meath,Petrol and electric hybrid,145,2021
July,Meath,Electric,71,2021
July,Meath,Petrol or Diesel plug-in hybrid electric,71,2021
July,Meath,Diesel and electric hybrid,17,2021
July,Monaghan,Petrol and electric hybrid,20,2021
July,Monaghan,Electric,7,2021
July,Monaghan,Petrol or Diesel plug-in hybrid electric,11,2021
July,Monaghan,Diesel and electric hybrid,0,2021
July,Offaly,Petrol and electric hybrid,27,2021
July,Offaly,Electric,12,2021
July,Offaly,Petrol or Diesel plug-in hybrid electric,24,2021
July,Offaly,Diesel and electric hybrid,11,2021
July,Roscommon,Petrol and electric hybrid,89,2021
July,Roscommon,Electric,5,2021
July,Roscommon,Petrol or Diesel plug-in hybrid electric,14,2021
July,Roscommon,Diesel and electric hybrid,0,2021
July,Sligo,Petrol and electric hybrid,36,2021
July,Sligo,Electric,15,2021
July,Sligo,Petrol or Diesel plug-in hybrid electric,25,2021
July,Sligo,Diesel and electric hybrid,5,2021
July,Westmeath,Petrol and electric hybrid,53,2021
July,Westmeath,Electric,17,2021
July,Westmeath,Petrol or Diesel plug-in hybrid electric,33,2021
July,Westmeath,Diesel and electric hybrid,8,2021
July,Wexford,Petrol and electric hybrid,99,2021
July,Wexford,Electric,50,2021
July,Wexford,Petrol or Diesel plug-in hybrid electric,44,2021
July,Wexford,Diesel and electric hybrid,8,2021
July,Wicklow,Petrol and electric hybrid,83,2021
July,Wicklow,Electric,53,2021
July,Wicklow,Petrol or Diesel plug-in hybrid electric,51,2021
July,Wicklow,Diesel and electric hybrid,8,2021
July,Limerick,Petrol and electric hybrid,108,2021
July,Limerick,Electric,40,2021
July,Limerick,Petrol or Diesel plug-in hybrid electric,73,2021
July,Limerick,Diesel and electric hybrid,12,2021
July,Waterford,Petrol and electric hybrid,75,2021
July,Waterford,Electric,44,2021
July,Waterford,Petrol or Diesel plug-in hybrid electric,51,2021
July,Waterford,Diesel and electric hybrid,12,2021
July,Tipperary,Petrol and electric hybrid,95,2021
July,Tipperary,Electric,29,2021
July,Tipperary,Petrol or Diesel plug-in hybrid electric,45,2021
July,Tipperary,Diesel and electric hybrid,4,2021
July,Cork,Petrol and electric hybrid,400,2021
July,Cork,Electric,108,2021
July,Cork,Petrol or Diesel plug-in hybrid electric,255,2021
July,Cork,Diesel and electric hybrid,45,2021
July,Dublin,Petrol and electric hybrid,1334,2021
July,Dublin,Electric,678,2021
July,Dublin,Petrol or Diesel plug-in hybrid electric,722,2021
July,Dublin,Diesel and electric hybrid,79,2021
August,Carlow,Petrol and electric hybrid,18,2021
August,Carlow,Electric,11,2021
August,Carlow,Petrol or Diesel plug-in hybrid electric,11,2021
August,Carlow,Diesel and electric hybrid,3,2021
August,Cavan,Petrol and electric hybrid,20,2021
August,Cavan,Electric,13,2021
August,Cavan,Petrol or Diesel plug-in hybrid electric,4,2021
August,Cavan,Diesel and electric hybrid,0,2021
August,Clare,Petrol and electric hybrid,21,2021
August,Clare,Electric,22,2021
August,Clare,Petrol or Diesel plug-in hybrid electric,6,2021
August,Clare,Diesel and electric hybrid,8,2021
August,Donegal,Petrol and electric hybrid,26,2021
August,Donegal,Electric,17,2021
August,Donegal,Petrol or Diesel plug-in hybrid electric,26,2021
August,Donegal,Diesel and electric hybrid,5,2021
August,Galway,Petrol and electric hybrid,53,2021
August,Galway,Electric,25,2021
August,Galway,Petrol or Diesel plug-in hybrid electric,33,2021
August,Galway,Diesel and electric hybrid,8,2021
August,Kerry,Petrol and electric hybrid,35,2021
August,Kerry,Electric,8,2021
August,Kerry,Petrol or Diesel plug-in hybrid electric,9,2021
August,Kerry,Diesel and electric hybrid,15,2021
August,Kildare,Petrol and electric hybrid,54,2021
August,Kildare,Electric,72,2021
August,Kildare,Petrol or Diesel plug-in hybrid electric,35,2021
August,Kildare,Diesel and electric hybrid,8,2021
August,Kilkenny,Petrol and electric hybrid,14,2021
August,Kilkenny,Electric,14,2021
August,Kilkenny,Petrol or Diesel plug-in hybrid electric,14,2021
August,Kilkenny,Diesel and electric hybrid,2,2021
August,Laois,Petrol and electric hybrid,13,2021
August,Laois,Electric,10,2021
August,Laois,Petrol or Diesel plug-in hybrid electric,13,2021
August,Laois,Diesel and electric hybrid,5,2021
August,Leitrim,Petrol and electric hybrid,4,2021
August,Leitrim,Electric,0,2021
August,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2021
August,Leitrim,Diesel and electric hybrid,3,2021
August,Longford,Petrol and electric hybrid,5,2021
August,Longford,Electric,8,2021
August,Longford,Petrol or Diesel plug-in hybrid electric,0,2021
August,Longford,Diesel and electric hybrid,0,2021
August,Louth,Petrol and electric hybrid,24,2021
August,Louth,Electric,25,2021
August,Louth,Petrol or Diesel plug-in hybrid electric,18,2021
August,Louth,Diesel and electric hybrid,3,2021
August,Mayo,Petrol and electric hybrid,18,2021
August,Mayo,Electric,12,2021
August,Mayo,Petrol or Diesel plug-in hybrid electric,14,2021
August,Mayo,Diesel and electric hybrid,5,2021
August,Meath,Petrol and electric hybrid,55,2021
August,Meath,Electric,16,2021
August,Meath,Petrol or Diesel plug-in hybrid electric,33,2021
August,Meath,Diesel and electric hybrid,12,2021
August,Monaghan,Petrol and electric hybrid,8,2021
August,Monaghan,Electric,3,2021
August,Monaghan,Petrol or Diesel plug-in hybrid electric,2,2021
August,Monaghan,Diesel and electric hybrid,2,2021
August,Offaly,Petrol and electric hybrid,16,2021
August,Offaly,Electric,8,2021
August,Offaly,Petrol or Diesel plug-in hybrid electric,6,2021
August,Offaly,Diesel and electric hybrid,1,2021
August,Roscommon,Petrol and electric hybrid,11,2021
August,Roscommon,Electric,6,2021
August,Roscommon,Petrol or Diesel plug-in hybrid electric,7,2021
August,Roscommon,Diesel and electric hybrid,2,2021
August,Sligo,Petrol and electric hybrid,11,2021
August,Sligo,Electric,7,2021
August,Sligo,Petrol or Diesel plug-in hybrid electric,2,2021
August,Sligo,Diesel and electric hybrid,1,2021
August,Westmeath,Petrol and electric hybrid,16,2021
August,Westmeath,Electric,21,2021
August,Westmeath,Petrol or Diesel plug-in hybrid electric,15,2021
August,Westmeath,Diesel and electric hybrid,2,2021
August,Wexford,Petrol and electric hybrid,31,2021
August,Wexford,Electric,12,2021
August,Wexford,Petrol or Diesel plug-in hybrid electric,13,2021
August,Wexford,Diesel and electric hybrid,5,2021
August,Wicklow,Petrol and electric hybrid,28,2021
August,Wicklow,Electric,37,2021
August,Wicklow,Petrol or Diesel plug-in hybrid electric,24,2021
August,Wicklow,Diesel and electric hybrid,3,2021
August,Limerick,Petrol and electric hybrid,32,2021
August,Limerick,Electric,19,2021
August,Limerick,Petrol or Diesel plug-in hybrid electric,19,2021
August,Limerick,Diesel and electric hybrid,8,2021
August,Waterford,Petrol and electric hybrid,23,2021
August,Waterford,Electric,12,2021
August,Waterford,Petrol or Diesel plug-in hybrid electric,20,2021
August,Waterford,Diesel and electric hybrid,1,2021
August,Tipperary,Petrol and electric hybrid,24,2021
August,Tipperary,Electric,13,2021
August,Tipperary,Petrol or Diesel plug-in hybrid electric,22,2021
August,Tipperary,Diesel and electric hybrid,7,2021
August,Cork,Petrol and electric hybrid,142,2021
August,Cork,Electric,83,2021
August,Cork,Petrol or Diesel plug-in hybrid electric,102,2021
August,Cork,Diesel and electric hybrid,31,2021
August,Dublin,Petrol and electric hybrid,400,2021
August,Dublin,Electric,471,2021
August,Dublin,Petrol or Diesel plug-in hybrid electric,322,2021
August,Dublin,Diesel and electric hybrid,69,2021
September,Carlow,Petrol and electric hybrid,7,2021
September,Carlow,Electric,8,2021
September,Carlow,Petrol or Diesel plug-in hybrid electric,5,2021
September,Carlow,Diesel and electric hybrid,0,2021
September,Cavan,Petrol and electric hybrid,8,2021
September,Cavan,Electric,5,2021
September,Cavan,Petrol or Diesel plug-in hybrid electric,6,2021
September,Cavan,Diesel and electric hybrid,0,2021
September,Clare,Petrol and electric hybrid,13,2021
September,Clare,Electric,12,2021
September,Clare,Petrol or Diesel plug-in hybrid electric,11,2021
September,Clare,Diesel and electric hybrid,1,2021
September,Donegal,Petrol and electric hybrid,6,2021
September,Donegal,Electric,12,2021
September,Donegal,Petrol or Diesel plug-in hybrid electric,16,2021
September,Donegal,Diesel and electric hybrid,11,2021
September,Galway,Petrol and electric hybrid,27,2021
September,Galway,Electric,31,2021
September,Galway,Petrol or Diesel plug-in hybrid electric,18,2021
September,Galway,Diesel and electric hybrid,3,2021
September,Kerry,Petrol and electric hybrid,12,2021
September,Kerry,Electric,9,2021
September,Kerry,Petrol or Diesel plug-in hybrid electric,8,2021
September,Kerry,Diesel and electric hybrid,6,2021
September,Kildare,Petrol and electric hybrid,48,2021
September,Kildare,Electric,53,2021
September,Kildare,Petrol or Diesel plug-in hybrid electric,47,2021
September,Kildare,Diesel and electric hybrid,7,2021
September,Kilkenny,Petrol and electric hybrid,4,2021
September,Kilkenny,Electric,6,2021
September,Kilkenny,Petrol or Diesel plug-in hybrid electric,5,2021
September,Kilkenny,Diesel and electric hybrid,2,2021
September,Laois,Petrol and electric hybrid,9,2021
September,Laois,Electric,9,2021
September,Laois,Petrol or Diesel plug-in hybrid electric,4,2021
September,Laois,Diesel and electric hybrid,6,2021
September,Leitrim,Petrol and electric hybrid,1,2021
September,Leitrim,Electric,2,2021
September,Leitrim,Petrol or Diesel plug-in hybrid electric,2,2021
September,Leitrim,Diesel and electric hybrid,1,2021
September,Longford,Petrol and electric hybrid,5,2021
September,Longford,Electric,1,2021
September,Longford,Petrol or Diesel plug-in hybrid electric,1,2021
September,Longford,Diesel and electric hybrid,1,2021
September,Louth,Petrol and electric hybrid,19,2021
September,Louth,Electric,14,2021
September,Louth,Petrol or Diesel plug-in hybrid electric,8,2021
September,Louth,Diesel and electric hybrid,3,2021
September,Mayo,Petrol and electric hybrid,5,2021
September,Mayo,Electric,9,2021
September,Mayo,Petrol or Diesel plug-in hybrid electric,6,2021
September,Mayo,Diesel and electric hybrid,3,2021
September,Meath,Petrol and electric hybrid,27,2021
September,Meath,Electric,34,2021
September,Meath,Petrol or Diesel plug-in hybrid electric,19,2021
September,Meath,Diesel and electric hybrid,1,2021
September,Monaghan,Petrol and electric hybrid,4,2021
September,Monaghan,Electric,3,2021
September,Monaghan,Petrol or Diesel plug-in hybrid electric,5,2021
September,Monaghan,Diesel and electric hybrid,0,2021
September,Offaly,Petrol and electric hybrid,12,2021
September,Offaly,Electric,4,2021
September,Offaly,Petrol or Diesel plug-in hybrid electric,2,2021
September,Offaly,Diesel and electric hybrid,3,2021
September,Roscommon,Petrol and electric hybrid,8,2021
September,Roscommon,Electric,6,2021
September,Roscommon,Petrol or Diesel plug-in hybrid electric,0,2021
September,Roscommon,Diesel and electric hybrid,2,2021
September,Sligo,Petrol and electric hybrid,5,2021
September,Sligo,Electric,14,2021
September,Sligo,Petrol or Diesel plug-in hybrid electric,7,2021
September,Sligo,Diesel and electric hybrid,2,2021
September,Westmeath,Petrol and electric hybrid,9,2021
September,Westmeath,Electric,27,2021
September,Westmeath,Petrol or Diesel plug-in hybrid electric,13,2021
September,Westmeath,Diesel and electric hybrid,3,2021
September,Wexford,Petrol and electric hybrid,14,2021
September,Wexford,Electric,18,2021
September,Wexford,Petrol or Diesel plug-in hybrid electric,12,2021
September,Wexford,Diesel and electric hybrid,1,2021
September,Wicklow,Petrol and electric hybrid,20,2021
September,Wicklow,Electric,49,2021
September,Wicklow,Petrol or Diesel plug-in hybrid electric,13,2021
September,Wicklow,Diesel and electric hybrid,2,2021
September,Limerick,Petrol and electric hybrid,31,2021
September,Limerick,Electric,27,2021
September,Limerick,Petrol or Diesel plug-in hybrid electric,8,2021
September,Limerick,Diesel and electric hybrid,3,2021
September,Waterford,Petrol and electric hybrid,15,2021
September,Waterford,Electric,5,2021
September,Waterford,Petrol or Diesel plug-in hybrid electric,17,2021
September,Waterford,Diesel and electric hybrid,3,2021
September,Tipperary,Petrol and electric hybrid,22,2021
September,Tipperary,Electric,16,2021
September,Tipperary,Petrol or Diesel plug-in hybrid electric,8,2021
September,Tipperary,Diesel and electric hybrid,6,2021
September,Cork,Petrol and electric hybrid,74,2021
September,Cork,Electric,91,2021
September,Cork,Petrol or Diesel plug-in hybrid electric,48,2021
September,Cork,Diesel and electric hybrid,17,2021
September,Dublin,Petrol and electric hybrid,492,2021
September,Dublin,Electric,411,2021
September,Dublin,Petrol or Diesel plug-in hybrid electric,222,2021
September,Dublin,Diesel and electric hybrid,39,2021
October,Carlow,Petrol and electric hybrid,10,2021
October,Carlow,Electric,11,2021
October,Carlow,Petrol or Diesel plug-in hybrid electric,0,2021
October,Carlow,Diesel and electric hybrid,4,2021
